,listing_id,dayname,price
740,2949571,Tuesday,125.0
741,2949571,Wednesday,125.0
742,3040444,Friday,112.01923076923077
743,3040444,Monday,102.6923076923077
744,3040444,Saturday,112.01923076923077
745,3040444,Sunday,102.6923076923077
746,3040444,Thursday,102.35849056603773
747,3040444,Tuesday,102.6923076923077
748,3040444,Wednesday,102.6923076923077
749,3066648,Friday,45.490566037735846
750,3066648,Monday,45.61538461538461
751,3066648,Saturday,45.61538461538461
752,3066648,Sunday,45.61538461538461
753,3066648,Thursday,45.32692307692308
754,3066648,Tuesday,45.57692307692308
755,3066648,Wednesday,45.63461538461539
756,3084395,Friday,150.0
757,3084395,Monday,129.6153846153846
758,3084395,Saturday,150.0
759,3084395,Sunday,130.0
760,3084395,Thursday,129.81132075471697
761,3084395,Tuesday,128.3653846153846
762,3084395,Wednesday,128.94230769230768
763,3095136,Friday,174.1346153846154
764,3095136,Monday,159.6153846153846
765,3095136,Saturday,174.6153846153846
766,3095136,Sunday,159.6153846153846
767,3095136,Thursday,159.33962264150944
768,3095136,Tuesday,159.6153846153846
769,3095136,Wednesday,159.6153846153846
770,3116699,Friday,202.69230769230768
771,3116699,Monday,174.80769230769232
772,3116699,Saturday,202.8846153846154
773,3116699,Sunday,174.80769230769232
774,3116699,Thursday,174.43396226415095
775,3116699,Tuesday,174.51923076923077
776,3116699,Wednesday,174.51923076923077
777,3220474,Friday,45.34615384615385
778,3220474,Monday,45.0
779,3220474,Saturday,45.34615384615385
780,3220474,Sunday,45.0
781,3220474,Thursday,44.905660377358494
782,3220474,Tuesday,45.0
783,3220474,Wednesday,45.0
784,3225871,Friday,37.01923076923077
785,3225871,Monday,36.21153846153846
786,3225871,Saturday,36.94230769230769
787,3225871,Sunday,36.19230769230769
788,3225871,Thursday,36.22641509433962
789,3225871,Tuesday,36.21153846153846
790,3225871,Wednesday,36.28846153846154
791,3244166,Friday,225.0188679245283
792,3244166,Monday,205.46153846153845
793,3244166,Saturday,223.53846153846155
794,3244166,Sunday,206.59615384615384
795,3244166,Thursday,207.30769230769232
796,3244166,Tuesday,205.46153846153845
797,3244166,Wednesday,206.23076923076923
798,3268055,Friday,67.21153846153847
799,3268055,Monday,65.46153846153847
800,3268055,Saturday,67.40384615384616
801,3268055,Sunday,65.46153846153847
802,3268055,Thursday,66.35849056603773
803,3268055,Tuesday,65.46153846153847
804,3268055,Wednesday,65.46153846153847
805,3300523,Friday,100.0
806,3300523,Monday,100.0
807,3300523,Saturday,100.0
808,3300523,Sunday,100.0
809,3300523,Thursday,100.0
810,3300523,Tuesday,100.0
811,3300523,Wednesday,100.0
812,3314819,Friday,40.01923076923077
813,3314819,Monday,38.40384615384615
814,3314819,Saturday,39.84615384615385
815,3314819,Sunday,38.57692307692308
816,3314819,Thursday,38.301886792452834
817,3314819,Tuesday,38.36538461538461
818,3314819,Wednesday,38.42307692307692
819,3369973,Friday,151.09615384615384
820,3369973,Monday,132.30769230769232
821,3369973,Saturday,151.1346153846154
822,3369973,Sunday,132.30769230769232
823,3369973,Thursday,136.0754716981132
824,3369973,Tuesday,132.21153846153845
825,3369973,Wednesday,132.59615384615384
826,3390324,Friday,75.0
827,3390324,Monday,75.0
828,3390324,Saturday,75.0
829,3390324,Sunday,75.0
830,3390324,Thursday,75.0
831,3390324,Tuesday,75.0
832,3390324,Wednesday,75.0
833,3405282,Friday,75.38461538461539
834,3405282,Monday,75.0
835,3405282,Saturday,75.67307692307692
836,3405282,Sunday,75.0
837,3405282,Thursday,75.0
838,3405282,Tuesday,75.0
839,3405282,Wednesday,75.0
840,3454237,Friday,95.76923076923077
841,3454237,Monday,95.03846153846153
842,3454237,Saturday,95.76923076923077
843,3454237,Sunday,95.03846153846153
844,3454237,Thursday,95.66037735849056
845,3454237,Tuesday,95.03846153846153
846,3454237,Wednesday,95.07692307692308
847,3522134,Friday,65.0
848,3522134,Monday,65.0
849,3522134,Saturday,65.0
