listing_id,dayname,price
1578831,Saturday,85.25
1578831,Sunday,84.75
1578831,Thursday,84.67924528301887
1578831,Tuesday,84.78846153846153
1578831,Wednesday,84.78846153846153
1586906,Friday,85.0
1586906,Monday,80.0
1586906,Saturday,85.0
1586906,Sunday,80.0
1586906,Thursday,80.0
1586906,Tuesday,80.0
1586906,Wednesday,80.0
1684109,Friday,325.0
1684109,Monday,300.86538461538464
1684109,Saturday,325.0
1684109,Sunday,303.84615384615387
1684109,Thursday,302.7358490566038
1684109,Tuesday,300.86538461538464
1684109,Wednesday,300.86538461538464
1728187,Friday,214.42307692307693
1728187,Monday,217.1153846153846
1728187,Saturday,214.42307692307693
1728187,Sunday,215.67307692307693
1728187,Thursday,214.62264150943398
1728187,Tuesday,217.1153846153846
1728187,Wednesday,217.1153846153846
1768955,Friday,120.0
1768955,Monday,42.0
1768955,Saturday,120.0
1768955,Sunday,42.0
1768955,Thursday,42.0
1768955,Tuesday,42.0
1768955,Wednesday,42.0
1785262,Friday,84.79245283018868
1785262,Monday,78.32692307692308
1785262,Saturday,84.8076923076923
1785262,Sunday,78.75
1785262,Thursday,80.92307692307692
1785262,Tuesday,78.3076923076923
1785262,Wednesday,78.32692307692308
1788770,Friday,149.1346153846154
1788770,Monday,77.3076923076923
1788770,Saturday,149.1346153846154
1788770,Sunday,77.3076923076923
1788770,Thursday,78.39622641509433
1788770,Tuesday,77.3076923076923
1788770,Wednesday,77.3076923076923
1827412,Friday,99.0
1827412,Monday,89.0
1827412,Saturday,99.0
1827412,Sunday,89.0
1827412,Thursday,89.0
1827412,Tuesday,89.0
1827412,Wednesday,89.0
1843828,Friday,250.0
1843828,Monday,250.0
1843828,Saturday,250.0
1843828,Sunday,250.0
1843828,Thursday,250.0
1843828,Tuesday,250.0
1843828,Wednesday,250.0
1851921,Friday,150.0
1851921,Monday,120.0
1851921,Saturday,150.0
1851921,Sunday,120.0
1851921,Thursday,120.0
1851921,Tuesday,120.0
1851921,Wednesday,120.0
1852818,Friday,60.0
1852818,Monday,60.0
1852818,Saturday,60.0
1852818,Sunday,60.0
1852818,Thursday,60.0
1852818,Tuesday,60.0
1852818,Wednesday,60.0
1950593,Friday,119.0
1950593,Monday,109.0
1950593,Saturday,119.0
1950593,Sunday,109.0
1950593,Thursday,109.0
1950593,Tuesday,109.0
1950593,Wednesday,109.0
1956037,Friday,150.0
1956037,Monday,130.0
1956037,Saturday,150.0
1956037,Sunday,130.0
1956037,Thursday,130.0
1956037,Tuesday,130.0
1956037,Wednesday,130.0
2011367,Friday,119.0
2011367,Monday,79.0
2011367,Saturday,119.0
2011367,Sunday,79.0
2011367,Thursday,79.0
2011367,Tuesday,79.0
2011367,Wednesday,79.0
2014453,Friday,109.0
2014453,Monday,99.0
2014453,Saturday,109.0
2014453,Sunday,99.0
2014453,Thursday,99.0
2014453,Tuesday,99.0
2014453,Wednesday,99.0
2072026,Friday,120.38461538461539
2072026,Monday,101.0576923076923
2072026,Saturday,120.38461538461539
2072026,Sunday,102.11538461538461
2072026,Thursday,104.05660377358491
2072026,Tuesday,101.0576923076923
2072026,Wednesday,102.11538461538461
2108335,Friday,170.3846153846154
2108335,Monday,169.80769230769232
2108335,Saturday,170.19230769230768
2108335,Sunday,169.6153846153846
2108335,Thursday,169.9056603773585
2108335,Tuesday,169.6153846153846
2108335,Wednesday,169.42307692307693
2176375,Friday,44.0
2176375,Monday,44.0
2176375,Saturday,44.0
2176375,Sunday,44.0
2176375,Thursday,44.0
2176375,Tuesday,44.0
2176375,Wednesday,44.0
2209375,Friday,199.0
2209375,Monday,113.0
2209375,Saturday,199.0
2209375,Sunday,114.65384615384616
2209375,Thursday,113.0
2209375,Tuesday,113.0
2209375,Wednesday,113.0
2213748,Friday,39.36538461538461
2213748,Monday,38.25
2213748,Saturday,39.5
2213748,Sunday,38.40384615384615
2213748,Thursday,38.41509433962264
2213748,Tuesday,38.15384615384615
2213748,Wednesday,38.19230769230769
2214960,Friday,89.0
2214960,Monday,79.0
2214960,Saturday,89.0
2214960,Sunday,79.0
2214960,Thursday,79.0
2214960,Tuesday,79.0
2214960,Wednesday,79.0
2222067,Friday,110.0
2222067,Monday,85.0
2222067,Saturday,110.0
2222067,Sunday,85.38461538461539
2222067,Thursday,85.47169811320755
2222067,Tuesday,85.0
2222067,Wednesday,85.48076923076923
2254521,Friday,65.0
2254521,Monday,40.0
2254521,Saturday,65.0
2254521,Sunday,40.0
2254521,Thursday,40.0
2254521,Tuesday,40.0
2254521,Wednesday,40.0
2283071,Friday,31.96153846153846
2283071,Monday,31.115384615384617
2283071,Saturday,31.98076923076923
2283071,Sunday,31.923076923076923
2283071,Thursday,32.056603773584904
2283071,Tuesday,31.01923076923077
2283071,Wednesday,31.01923076923077
2295996,Friday,85.73076923076923
2295996,Monday,74.1923076923077
2295996,Saturday,85.67307692307692
2295996,Sunday,74.1923076923077
2295996,Thursday,74.90566037735849
2295996,Tuesday,74.1923076923077
2295996,Wednesday,74.32692307692308
2296152,Friday,91.3076923076923
2296152,Monday,77.4423076923077
2296152,Saturday,91.23076923076923
2296152,Sunday,77.4423076923077
2296152,Thursday,76.88679245283019
2296152,Tuesday,77.4423076923077
2296152,Wednesday,77.25
2326086,Friday,245.07692307692307
2326086,Monday,168.73076923076923
2326086,Saturday,246.34615384615384
2326086,Sunday,169.3653846153846
2326086,Thursday,175.0
2326086,Tuesday,168.5
2326086,Wednesday,168.28846153846155
2411109,Friday,92.40384615384616
2411109,Monday,80.17307692307692
2411109,Saturday,92.38461538461539
2411109,Sunday,80.17307692307692
2411109,Thursday,80.26415094339623
2411109,Tuesday,80.15384615384616
2411109,Wednesday,80.15384615384616
2432326,Friday,97.0
2432326,Monday,77.0
2432326,Saturday,97.0
2432326,Sunday,77.0
2432326,Thursday,77.0
2432326,Tuesday,77.0
2432326,Wednesday,77.0
2432333,Friday,80.13461538461539
2432333,Monday,80.0
2432333,Saturday,80.21153846153847
2432333,Sunday,80.0
2432333,Thursday,80.0
2432333,Tuesday,80.0
2432333,Wednesday,80.0
2454666,Friday,144.69230769230768
2454666,Monday,139.8846153846154
2454666,Saturday,144.76923076923077
2454666,Sunday,139.82692307692307
2454666,Thursday,139.66037735849056
2454666,Tuesday,139.94230769230768
2454666,Wednesday,140.0
2477628,Friday,70.84905660377359
2477628,Monday,71.25
2477628,Saturday,70.96153846153847
2477628,Sunday,71.25
2477628,Thursday,71.63461538461539
2477628,Tuesday,71.53846153846153
2477628,Wednesday,71.53846153846153
2569529,Friday,114.88679245283019
2569529,Monday,114.61538461538461
2569529,Saturday,114.61538461538461
2569529,Sunday,114.61538461538461
2569529,Thursday,115.46153846153847
2569529,Tuesday,114.61538461538461
2569529,Wednesday,114.61538461538461
2607570,Friday,79.0
2607570,Monday,79.0
2607570,Saturday,79.0
2607570,Sunday,79.0
2607570,Thursday,79.0
2607570,Tuesday,79.0
2607570,Wednesday,79.0
2624781,Friday,249.0
2624781,Monday,249.0
2624781,Saturday,249.0
2624781,Sunday,249.0
2624781,Thursday,249.0
2624781,Tuesday,249.0
2624781,Wednesday,249.0
2643168,Friday,999.0
2643168,Monday,999.0
2643168,Saturday,999.0
2643168,Sunday,999.0
2643168,Thursday,999.0
2643168,Tuesday,999.0
2643168,Wednesday,999.0
2691057,Friday,65.0
2691057,Monday,65.0
2691057,Saturday,65.0
2691057,Sunday,65.0
2691057,Thursday,65.0
2691057,Tuesday,65.0
2691057,Wednesday,65.0
2708104,Friday,99.0
2708104,Monday,100.0
2708104,Saturday,99.0
2708104,Sunday,100.0
2708104,Thursday,100.0
2708104,Tuesday,100.0
2708104,Wednesday,100.0
2761044,Friday,504.03846153846155
2761044,Monday,500.61538461538464
2761044,Saturday,505.5576923076923
2761044,Sunday,500.1730769230769
2761044,Thursday,503.66037735849056
2761044,Tuesday,501.34615384615387
2761044,Wednesday,507.71153846153845
2842035,Friday,189.71698113207546
2842035,Monday,190.0
2842035,Saturday,189.71153846153845
2842035,Sunday,189.71153846153845
2842035,Thursday,190.0
2842035,Tuesday,190.0
2842035,Wednesday,190.0
2925486,Friday,135.0
2925486,Monday,125.0
2925486,Saturday,135.0
2925486,Sunday,125.0
2925486,Thursday,125.0
2925486,Tuesday,125.0
2925486,Wednesday,125.0
2943116,Friday,100.0
2943116,Monday,100.0
2943116,Saturday,100.0
2943116,Sunday,100.0
2943116,Thursday,100.0
2943116,Tuesday,100.0
2943116,Wednesday,100.0
2949571,Friday,125.0
2949571,Monday,125.0
2949571,Saturday,125.23076923076923
2949571,Sunday,125.0
2949571,Thursday,125.0
2949571,Tuesday,125.0
2949571,Wednesday,125.0
3040444,Friday,112.01923076923077
3040444,Monday,102.6923076923077
3040444,Saturday,112.01923076923077
3040444,Sunday,102.6923076923077
3040444,Thursday,102.35849056603773
3040444,Tuesday,102.6923076923077
3040444,Wednesday,102.6923076923077
3066648,Friday,45.490566037735846
3066648,Monday,45.61538461538461
3066648,Saturday,45.61538461538461
3066648,Sunday,45.61538461538461
3066648,Thursday,45.32692307692308
3066648,Tuesday,45.57692307692308
3066648,Wednesday,45.63461538461539
3084395,Friday,150.0
3084395,Monday,129.6153846153846
3084395,Saturday,150.0
3084395,Sunday,130.0
3084395,Thursday,129.81132075471697
3084395,Tuesday,128.3653846153846
3084395,Wednesday,128.94230769230768
3095136,Friday,174.1346153846154
3095136,Monday,159.6153846153846
3095136,Saturday,174.6153846153846
3095136,Sunday,159.6153846153846
3095136,Thursday,159.33962264150944
3095136,Tuesday,159.6153846153846
3095136,Wednesday,159.6153846153846
3116699,Friday,202.69230769230768
3116699,Monday,174.80769230769232
3116699,Saturday,202.8846153846154
3116699,Sunday,174.80769230769232
3116699,Thursday,174.43396226415095
3116699,Tuesday,174.51923076923077
3116699,Wednesday,174.51923076923077
3220474,Friday,45.34615384615385
3220474,Monday,45.0
3220474,Saturday,45.34615384615385
3220474,Sunday,45.0
3220474,Thursday,44.905660377358494
3220474,Tuesday,45.0
3220474,Wednesday,45.0
3225871,Friday,37.01923076923077
3225871,Monday,36.21153846153846
3225871,Saturday,36.94230769230769
